_c0,Crisis_Yes_No,Category,Summary,Why_A_Crisis,Locations,Number of People Affected
6903,Yes,Sexual Abuse,"A law firm is urging the NSW Department of Education to resolve claims of historic sexual abuse at three high schools in Sydney's Northern Beaches. The claims involve both female and male students, with the majority of the alleged victims being female.",The claims involve historic sexual abuse of both female and male students.,Sydney's Northern Beaches,Unknown
3812,Yes,Food Insecurity,"Congresswoman Barbara Lee from Oakland declared her candidacy for California's Senate seat. She has been a member of Congress for 25 years and served in the California legislature before that. Lee's pitch to voters is her biography, her life experience, and her commitment to fight for those who have not had a champion and a voice, such as the LGBTQ community, seniors, the disability community, people of color, and women. She will also fight for issues close to her heart, such as food insecurity and child care.","Food insecurity is a humanitarian crisis as it affects people's access to basic needs such as food, which is essential for survival.",California,
20119,No,,,,,
18809,No,,,,,
4497,No,,,,,
23773,Yes,Antisemitism,"A fight broke out during a soccer match between Scheck Hillel Community School, a Jewish school in Ojus, and Archbishop Coleman Carroll High School, a Catholic school in The Hammocks. Witnesses say that anti-Semitic slurs were yelled with a student ending up in the hospital. The Catholic school forfeited its semifinal game in a state soccer tournament over the weekend.",The fight was fueled by antisemitism and a student was hospitalized.,"Ojus, The Hammocks",Unknown
9702,Yes,Funding Cuts,"The Oldham Coliseum, built in 1885, is facing closure at the end of March due to funding cuts from Arts Council England. Actress Maxine Peake spoke at a public meeting about the importance of the theatre to the community and how it gives people inspiration and a place to witness stories.","The closure of the theatre will have a negative impact on the community, depriving them of a place to witness stories and be inspired.","Oldham, UK",Unknown
24228,No,,,,,
11287,No,,,,,
19062,No,,,,,
30555,No,,,,,
21283,No,,,,,
15842,No,,,,,
27500,No,,,,,
14398,Yes,Migrant Crisis,"The Biden administration said Tuesday that it will generally deny asylum to migrants who show up at the U.S. southern border without first seeking protection in a country they passed through, mirroring an attempt by the Trump administration that never took effect because it was blocked in court.","The measure imposes severe limitations on asylum for any nationality except Mexicans, which could lead to a surge in illegal crossings and leave migrants without protection.",U.S. Southern Border,
6864,Yes,Military Conflict,Outspoken Russian mercenary chief Yevgeny Prigozhin accused the country's top brass of deliberately starving his Wagner fighters of munitions in an attempt to destroy his private military company. Prigozhin has publicly insulted Russia's top military commanders and accused the defence ministry of trying to take credit for Wagner successes in eastern Ukraine.,The military conflict has caused a humanitarian crisis due to the lack of munitions and resources for the Wagner fighters.,"Russia, Ukraine",Unknown
21397,No,,,,,
16094,No,,,,,
22718,No,,,,,
18898,No,,,,,
26172,Yes,Natural Disaster,"The UNDP estimated that 1.5 million people in Türkiye have been left homeless by the recent earthquakes and some 500,000 housing units in the country will have to be rebuilt. 412,000 housing units in 118,000 buildings have collapsed or need to be demolished completely.",The amount of rubble that needed to be cleared was enormous and the last survivor was pulled from the rubble almost 300 hours after the quake.,Türkiye,1.5 million
17946,No,,,,,
5542,Yes,Identity Fraud,"US Representative George Santos (R-NY) has been exposed for lying about his Jewish identity and background. He has been called out by Jewish Republicans, Jews in his Long Island district, Democrats and other Republicans for his lies and is under multiple investigations.",The lies have caused distress and confusion among the Jewish community and other constituents in his district.,"Washington, Long Island",Multiple
19109,Yes,War Conflict,"US President Joe Biden met with leaders of NATO's eastern flank to show support after Russia's president suspended a nuclear arms control treaty and accused the United States of turning the Ukraine war into a global conflict. Biden proclaimed untiring support for Ukraine and for NATO, and said the US and its NATO allies replied to Russia's invasion with a commitment to stand up for sovereignty, freedom from aggression, and democracy.",Russia's invasion of Ukraine has caused a global conflict and a humanitarian crisis.,"Ukraine, Poland",
28955,No,,,,,
16757,No,,,,,
12346,No,,,,,
15159,No,,,,,
12539,Yes,Migrant Crisis,"The Biden administration said Tuesday that it will generally deny asylum to migrants who show up at the U.S. southern border without first seeking protection in a country they passed through, mirroring an attempt by the Trump administration that never took effect because it was blocked in court.","The measure imposes severe limitations on asylum for any nationality except Mexicans, which could lead to a surge in illegal crossings and leave migrants without protection.",U.S. Southern Border,
4115,No,,,,,
537,No,,,,,
636,No,,,,,
13661,No,,,,,
26507,No,,,,,
11399,No,,,,,
29635,No,,,,,
28414,No,,,,,
30781,No,,,,,
31723,No,,,,,
2910,No,,,,,
21598,No,,,,,
30812,No,,,,,
30832,Yes,Climate Change,"Xie Zhenhua, China's special envoy for climate change, has received an award from the Nobel Sustainability Trust Foundation for his contribution to tackling the global problem and promoting sustainable development. He was appointed as China's special envoy for climate change in 2021 and led the Chinese delegation in global climate negotiations from 2007 to 2018.","Climate change is a humanitarian crisis as it affects the environment, health, and livelihoods of people around the world.","China, Egypt",Global
14089,No,,,,,
745,No,,,,,
23487,Yes,Indigenous Rights,"The Tseshaht First Nation announced the detection of 17 suspected unmarked graves at the site of a former residential school. Interviews with survivors, historical records and other documents show 67 students died at the school.",The deaths of 67 students at the residential school is a humanitarian crisis as it is a violation of Indigenous rights and a tragedy for the families of the students.,"British Columbia, Vancouver Island",67
16145,Yes,Weather Disaster,"A wave of severe weather has hit southern New Zealand, trapping 110 athletes in an ongoing seven-day ultramarathon. Six athletes have been airlifted to the Queenstown Lakes Hospital due to mild hypothermia. Cyclone Gabrielle has left 11 people dead, followed by widespread power outages, flight cancellations and school closures.","The severe weather and the effects of Cyclone Gabrielle have caused death, power outages, flight cancellations, and school closures.",New Zealand,111
25025,No,,,,,
16290,No,,,,,
3959,Yes,Environmental Disaster,"Federal regulators from the Environmental Protection Agency (EPA) have ordered Norfolk Southern to clean up the toxic chemical spill in East Palestine, Ohio caused by a train operated by the transportation company. The EPA will require the company to follow a cleanup plan approved by the agency and pay for remediation costs, as well as personal cleaning services the EPA will offer to residents and businesses. If Norfolk Southern fails to meet the requirements of the planned clean up, the EPA will finish the job, and fine the company three times the cost of anything it failed to do.",The toxic chemical spill has caused damage to the environment and has put the health and safety of the local community at risk.,"East Palestine, Ohio",Local community
13584,No,,,,,
12124,No,,,,,
11883,No,,,,,
1458,No,,,,,
29918,No,,,,,
9733,Yes,Food Insecurity,"Saudi Arabia will make a US$1 billion deposit in Yemen’s Aden-based central bank to help with a weak currency and high fuel and commodity prices. The conflict has shifted to a no-war, no-peace stalemate and has killed tens of thousands of people and left 80% of the population reliant on aid, with millions hungry.",The conflict has caused food insecurity and left millions of people hungry.,Yemen,Millions
